task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer
sst2,541,formality,1,0.8968223333358765,0.857318103313446,1,1,-0.0006528667,-0.0005262266,1,1,0,0
sst2,257,lexical,0,0.9675954580307007,0.9496561884880066,0,0,-0.0005562512,-0.00069766166,0,0,0,0
sst2,257,syntactic,0,0.9743705987930298,0.9589220285415649,0,0,-0.0005562512,-0.0005124026,0,0,0,0
sst2,257,voice,0,0.9743705987930298,0.9474566578865051,0,0,-0.0005562512,-0.00059520884,0,0,0,0
sst2,257,formality,0,0.9442064762115479,0.9428994655609131,0,0,-0.00066680624,-0.004151411,0,0,0,0
sst2,566,lexical,0,0.9640691876411438,0.9409019947052002,0,0,-0.0014589276,-0.0036771558,0,0,0,0
sst2,566,syntactic,0,0.9187673330307007,0.9032019972801208,0,0,-0.0014589276,-0.4151886,0,0,0,0
sst2,566,voice,0,0.9487621784210205,0.9232016205787659,0,0,-0.0014589276,-0.0053457017,0,0,0,0
sst2,566,formality,0,0.9330934882164001,0.9102193713188171,0,1,-0.0014589276,-0.07259974,0,0,0,0
sst2,11,lexical,0,0.9679742455482483,0.9085252285003662,0,0,-0.014365409,-0.008864153,1,0,0,0
sst2,11,syntactic,0,0.9195641279220581,0.9078993201255798,0,0,-0.0069543,-0.002304889,1,0,0,0
sst2,11,voice,0,0.9152262210845947,0.9078993201255798,0,0,-0.014365409,-0.0024041932,1,0,0,0
sst2,11,formality,0,0.8872713446617126,0.8870083093643188,0,0,-0.007810916,-0.5061452,1,0,0,0
sst2,738,lexical,1,0.9576535224914551,0.9259372353553772,1,1,-0.000640123,-0.00057912734,1,1,0,0
sst2,738,syntactic,1,0.950260579586029,0.929895281791687,1,1,-0.00080224173,-0.00027063373,1,1,0,0
sst2,738,voice,1,0.9653457999229431,0.9440025687217712,1,1,-0.0006361892,-0.00024144349,1,1,0,0
sst2,738,formality,1,0.9275228977203369,0.926425039768219,1,1,-0.00049477146,-0.00020127551,1,1,0,0
sst2,117,lexical,1,0.9449867606163025,0.9415166974067688,1,1,-0.0024291673,-0.0007948548,1,1,0,0
sst2,117,syntactic,1,0.9425067901611328,0.91910320520401,1,1,-0.0024291673,-0.0008610807,1,1,0,0
sst2,117,voice,1,0.9337195158004761,0.9154830574989319,1,1,-0.0010928311,-0.0003832445,1,1,0,0
sst2,117,formality,1,0.9704245924949646,0.9480746984481812,1,1,-0.0012574954,-0.004407213,1,1,0,0
sst2,698,lexical,1,0.9370622634887695,0.9049001336097717,1,1,-0.0013953535,-0.0009574358,1,1,0,0
sst2,698,syntactic,1,0.940375030040741,0.9249505400657654,1,1,-0.0018225008,-0.0009883884,1,1,0,0
sst2,698,voice,1,0.940375030040741,0.9249505400657654,1,1,-0.0013953535,-0.0069108563,1,1,0,0
sst2,698,formality,1,0.9106864929199219,0.9066682457923889,1,1,-0.0013953535,-0.079399616,1,1,0,0
sst2,549,lexical,0,0.9020206928253174,0.9302691221237183,0,0,-0.0004515262,-0.0005213392,0,0,0,0
sst2,549,syntactic,0,0.9208217263221741,0.8767659664154053,0,0,-0.00037478472,-0.008314206,0,0,0,0
sst2,549,voice,0,0.9376797676086426,0.9094882011413574,0,0,-0.0007512593,-0.00042971558,0,0,0,0
sst2,549,formality,0,0.9023723602294922,0.9107723832130432,0,0,-0.00037478472,-0.00044163596,0,0,0,0
sst2,768,lexical,1,0.9436190724372864,0.94163578748703,0,0,-0.0486723,-0.01764,1,1,0,0
sst2,768,syntactic,1,0.9660502076148987,0.9523659348487854,0,1,-0.13438368,-0.18829033,1,1,0,0
sst2,768,voice,1,0.9745410084724426,0.9523574113845825,0,1,-0.13438368,-0.0031919705,1,1,0,0
sst2,768,formality,1,0.9346325397491455,0.9316005706787109,0,0,-0.13438368,-0.39039916,1,1,0,0
sst2,273,lexical,1,0.967802107334137,0.9481936097145081,1,1,-0.005680261,-0.007797903,1,1,0,0
sst2,273,syntactic,1,0.9089525938034058,0.9116228818893433,1,1,-0.008876676,-0.013437496,1,1,0,0
sst2,273,voice,1,0.9170207977294922,0.9094700217247009,1,1,-0.0066185007,-0.07627535,1,1,0,0
sst2,273,formality,1,0.9555701613426208,0.9555702209472656,1,1,-0.0066185007,-0.02839596,1,1,0,0
sst2,787,lexical,0,0.8925206661224365,0.8907277584075928,0,0,-0.0010566261,-0.0009669648,0,0,0,0
sst2,787,syntactic,0,0.9484781622886658,0.8861852288246155,0,0,-0.00092325005,-0.00032998246,0,0,0,0
sst2,787,voice,0,0.9418802857398987,0.8627116680145264,0,0,-0.0009295678,-0.0014304746,0,0,0,0
sst2,787,formality,0,0.9001759886741638,0.8928484320640564,0,0,-0.0010566261,-0.0036966356,0,0,0,0
sst2,656,lexical,1,0.9501813054084778,0.9027024507522583,0,1,-0.0051528737,-0.41960979,0,1,0,0
sst2,656,syntactic,1,0.9417409300804138,0.9143937826156616,0,0,-0.004756684,-0.009624695,0,0,0,0
sst2,656,voice,1,0.9049972295761108,0.883131206035614,0,1,-0.0051528737,-0.011767107,0,0,0,0
sst2,656,formality,1,0.8751844167709351,0.8755884170532227,0,0,-0.0051528737,-0.0015974608,0,0,0,0
sst2,348,lexical,0,0.9690008163452148,0.9537317156791687,0,0,-0.00026813045,-0.00048238898,0,0,0,0
sst2,348,syntactic,0,0.9328699707984924,0.9144021272659302,0,0,-0.00029637438,-0.00086238835,0,0,0,0
sst2,348,voice,0,0.9138038754463196,0.9138038158416748,0,0,-0.00029637438,-0.00025228,0,0,0,0
sst2,348,formality,0,0.9469494819641113,0.9584184885025024,0,0,-0.00029637438,-0.00035286226,0,0,0,0
sst2,114,lexical,1,1.0,0.9461227655410767,1,1,-0.0027417545,-0.00087549334,1,1,0,0
sst2,114,syntactic,1,0.9404851794242859,0.9315553903579712,1,1,-0.00104329,-0.00076186477,1,1,0,0
sst2,114,voice,1,0.9494797587394714,0.9340326189994812,1,1,-0.0027417545,-0.0009106291,1,1,0,0
sst2,114,formality,1,0.9039686322212219,0.8956373929977417,1,1,-0.0027417545,-0.00056089653,1,1,0,0
sst2,300,lexical,1,0.881000816822052,0.8871098756790161,1,1,-0.0008902599,-0.0010164948,1,1,0,0
sst2,300,syntactic,1,0.9332740902900696,0.9142892360687256,1,1,-0.0005330175,-0.0006158164,1,1,0,0
sst2,300,voice,1,0.9516823887825012,0.9174717664718628,1,1,-0.0005330175,-0.00081808487,1,1,0,0
sst2,300,formality,1,0.9089992046356201,0.8978468775749207,1,1,-0.00064726785,-0.0005724519,1,1,0,0
sst2,445,lexical,1,0.9889578819274902,0.9276988506317139,1,1,-0.00051026064,-0.0007578118,1,1,0,0
sst2,445,syntactic,1,0.9330699443817139,0.9293999671936035,1,1,-0.00078854436,-0.00071862683,1,1,0,0
sst2,445,voice,1,0.9330699443817139,0.9293999671936035,1,1,-0.0006466718,-0.00071862683,1,1,0,0
sst2,445,formality,1,0.9246744513511658,0.924674391746521,1,1,-0.00078854436,-0.00060390704,1,1,0,0
sst2,161,lexical,0,0.9570808410644531,0.8602932691574097,0,0,-0.0007407767,-0.00047619038,0,0,0,0
sst2,161,voice,0,0.9400562047958374,0.8536648154258728,0,0,-0.0007407767,-0.00089526287,0,0,0,0
sst2,161,formality,0,0.8710156083106995,0.8710156083106995,0,0,-0.00079950376,-0.000538378,0,0,0,0
sst2,464,lexical,1,0.9545562863349915,0.9415363669395447,0,0,-0.0006380965,-0.00037025497,0,0,0,0
sst2,464,syntactic,1,0.942742645740509,0.930377185344696,0,0,-0.0006380965,-0.00025561772,0,0,0,0
sst2,464,voice,1,0.9554286599159241,0.9448437690734863,0,0,-0.0006380965,-0.00028648414,0,0,0,0
sst2,464,formality,1,0.916818380355835,0.9168320298194885,0,0,-0.00052896456,-0.00059092115,0,0,0,0
sst2,3,lexical,1,0.9540210366249084,0.9040273427963257,1,1,-0.00050859177,-0.00049477146,1,1,0,0
sst2,3,syntactic,1,0.9461324214935303,0.9377935528755188,1,1,-0.00050859177,-0.0006392885,1,1,0,0
sst2,3,voice,1,0.9254096746444702,0.9181214570999146,1,1,-0.00050859177,-0.00048238898,1,1,0,0
sst2,3,formality,1,0.9382928013801575,0.9164724946022034,1,1,-0.00050859177,-0.00035048186,1,1,0,0
sst2,739,lexical,1,0.9622185230255127,0.9027836918830872,1,1,-0.0006108099,-0.00054171204,1,1,0,0
sst2,739,syntactic,1,0.9246751070022583,0.9031616449356079,1,1,-0.0006108099,-0.0005972353,1,1,0,0
sst2,739,voice,1,0.9225755333900452,0.8971624970436096,1,1,-0.00053182547,-0.0002224901,1,1,0,0
sst2,739,formality,1,0.9025775790214539,0.9018893837928772,1,1,-0.00051359466,-0.00022892709,1,1,0,0
sst2,736,lexical,0,0.9717957377433777,0.9183160662651062,0,0,-0.29561174,-0.010942998,0,0,0,0
sst2,736,syntactic,0,0.9384278059005737,0.9126284718513489,0,1,-0.29561174,-0.042161137,0,0,0,0
sst2,736,voice,0,0.9443775415420532,0.9113649725914001,0,1,-0.29561174,-0.0059533296,0,0,0,0
sst2,736,formality,0,0.9221537709236145,0.9249475598335266,0,0,-0.29338568,-0.0408763,0,0,0,0
sst2,269,lexical,0,0.914953887462616,0.9120889902114868,0,0,-0.00033296258,-0.00033010167,0,0,0,0
sst2,269,syntactic,0,0.9457886219024658,0.9356569647789001,0,0,-0.00033296258,-0.00033760787,0,0,0,0
sst2,269,voice,0,0.9457886219024658,0.9356569647789001,0,0,-0.00033296258,-0.00033760787,0,0,0,0
sst2,269,formality,0,0.8829994797706604,0.8837067484855652,0,0,-0.0003345122,-0.024861623,0,0,0,0
sst2,512,lexical,0,0.9498710036277771,0.931829035282135,0,0,-0.0016624433,-0.0020412947,0,0,0,0
sst2,512,syntactic,0,0.9388816356658936,0.9297248721122742,0,0,-0.0016624433,-0.002054143,0,0,0,0
sst2,512,voice,0,0.9524032473564148,0.9235172867774963,0,0,-0.0016624433,-0.00085535896,0,0,0,0
sst2,512,formality,0,0.9310439229011536,0.9211965203285217,0,0,-0.0010529344,-0.30027238,0,0,0,0
sst2,780,lexical,1,0.9361018538475037,0.913128137588501,0,1,-0.06722084,-0.0007414919,1,1,0,0
sst2,780,syntactic,1,0.9506632685661316,0.930012047290802,0,0,-0.27704918,-0.0028089175,1,1,0,0
sst2,780,voice,1,0.9493013620376587,0.9243248105049133,0,0,-0.06722084,-0.0243253,1,1,0,0
sst2,780,formality,1,0.9194287657737732,0.9057830572128296,0,1,-0.037088864,-0.00056006206,1,1,0,0
sst2,182,lexical,0,0.9904587268829346,0.9596332311630249,0,0,-0.008765722,-0.0044352207,0,0,0,0
sst2,182,syntactic,0,0.9677407145500183,0.9604176878929138,0,0,-0.0067076706,-0.0012892825,0,0,0,0
sst2,182,voice,0,0.9362859129905701,0.9206283688545227,0,0,-0.008765722,-0.08400464,0,0,0,0
sst2,182,formality,0,0.9343273043632507,0.9181329011917114,0,0,-0.0033208884,-0.0015018833,0,0,0,0
sst2,519,lexical,0,0.9780972599983215,0.9388118386268616,1,1,-0.00036679808,-0.00039087355,1,1,0,0
sst2,519,syntactic,0,0.9386056065559387,0.9411988258361816,1,1,-0.00042495478,-0.0009845777,1,1,0,0
sst2,519,voice,0,0.9617018699645996,0.9454934597015381,1,1,-0.00042495478,-0.00030960233,1,1,0,0
sst2,519,formality,0,0.9317553043365479,0.9327057003974915,1,1,-0.00042495478,-0.0002790935,1,1,0,0
sst2,108,lexical,0,0.9185968041419983,0.8863161206245422,0,0,-0.0004295964,-0.00023345684,0,0,0,0
sst2,108,syntactic,0,0.9180366396903992,0.8639444708824158,0,0,-0.0004295964,-0.0005666146,0,0,0,0
sst2,108,voice,0,0.9391515851020813,0.9121604561805725,0,0,-0.00027146813,-0.00055303273,0,0,0,0
sst2,108,formality,0,0.892841100692749,0.882888913154602,0,0,-0.0004295964,-0.00025478328,0,0,0,0
sst2,640,lexical,1,0.9515047073364258,0.9640871286392212,1,1,-0.0002970896,-0.00031949623,1,1,0,0
sst2,640,syntactic,1,0.9611970782279968,0.9574968814849854,1,1,-0.0002970896,-0.00016671013,1,1,0,0
sst2,640,voice,1,0.9517077207565308,0.9537901282310486,1,1,-0.0002970896,-0.00025728656,1,1,0,0
sst2,640,formality,1,0.9356653690338135,0.9392008185386658,1,1,-0.0002970896,-0.00032592955,1,1,0,0
sst2,305,lexical,0,0.9570366740226746,0.9392406344413757,0,0,-0.0010262586,-0.00022797346,0,0,0,0
sst2,305,syntactic,0,0.9274108409881592,0.9329336285591125,0,0,-0.00061116746,-0.0012317768,0,0,0,0
sst2,305,voice,0,0.9401865601539612,0.9309321641921997,0,0,-0.0006746664,-0.00042567,0,0,0,0
sst2,305,formality,0,0.9445738196372986,0.946191668510437,0,0,-0.0006746664,-0.00048000488,0,0,0,0
sst2,861,lexical,1,0.9716885685920715,0.9197583794593811,1,1,-0.00050918775,-0.0011992782,1,1,0,0
sst2,861,syntactic,1,0.9446641802787781,0.9077132344245911,1,1,-0.00058436865,-0.0010005363,1,1,0,0
sst2,861,voice,1,0.9467459917068481,0.9276257157325745,1,1,-0.00050918775,-0.0013147627,1,1,0,0
sst2,861,formality,1,0.9322299361228943,0.9252172112464905,1,1,-0.00050918775,-0.0022791962,1,1,0,0
boolq,2617,lexical,1,0.9747823476791382,0.9136638641357422,True,True,-0.00044270515,-0.0007372043,True,True,False,False
boolq,2617,syntactic,1,0.9117201566696167,0.9117201566696167,True,True,-0.00044270515,-0.000296732,True,True,False,"False. According to the passage, the original series did not have any contestants win a million dollars on it. The passage states that ""The original series aired for 30 series and a total of 592 episodes"" but does not mention"
boolq,2617,voice,1,0.8997679352760315,0.8959545493125916,True,True,-0.00044270515,-0.000232384,True,True,False,False.
boolq,2617,formality,1,0.909361720085144,0.909361720085144,True,True,-0.00044270515,-0.00029255985,True,True,False,False.
boolq,2079,lexical,1,0.9255663156509399,0.9255663156509399,False,False,-0.64527214,-0.16200845,False,False,False,False
boolq,2079,syntactic,1,0.9123625755310059,0.9181396961212158,False,False,-0.64527214,-0.1903243,False,False,False,False
boolq,2079,voice,1,0.9181398153305054,0.9181396961212158,False,False,-0.64527214,-0.19354303,False,False,False,False
boolq,2079,formality,1,0.9123625755310059,0.9181396961212158,False,False,-0.64527214,-0.1903243,False,False,False,False
boolq,2494,lexical,1,0.9999998211860657,0.9116193652153015,True,True,-0.08369594,-0.08369594,False,False,False,False
boolq,2494,syntactic,1,0.9114996194839478,0.903819739818573,True,True,-0.08369594,-0.024261652,False,True,False,False.
boolq,2494,voice,1,0.9100058674812317,0.903819739818573,True,True,-0.08369594,-0.014662426,False,True,False,False
boolq,2494,formality,1,0.9266855716705322,0.9077261686325073,True,True,-0.0669368,-0.05489899,False,False,False,False
boolq,814,lexical,1,0.9736730456352234,0.9672562479972839,True,True,-0.0011604581,-0.0014063056,True,True,True,True
boolq,814,syntactic,1,0.9426202774047852,0.9426202774047852,True,True,-0.0011093784,-0.000601169,True,True,True,True
boolq,814,voice,1,0.9271976947784424,0.9271976947784424,True,True,-0.0011115205,-0.00045033416,True,True,True,True
boolq,814,formality,1,0.9538323879241943,0.9538323879241943,True,True,-0.0010362644,-0.00012654216,True,True,True,True
boolq,626,lexical,1,0.9586085081100464,0.9164577722549438,True,True,-0.25883853,-0.038423795,True,True,False,False
boolq,626,syntactic,1,0.9188382625579834,0.9043741226196289,True,True,-0.2083781,-0.20971392,True,False,False,False
boolq,626,voice,1,0.9076114892959595,0.8856493830680847,True,True,-0.2083781,-0.20516312,True,False,False,False
boolq,626,formality,1,0.9016312956809998,0.9016314148902893,True,False,-0.2083781,-0.35410845,True,False,False,False
boolq,1531,lexical,1,0.9143359065055847,0.9011361598968506,True,True,-0.5216915,-0.0006980192,False,True,True,True
boolq,1531,syntactic,1,0.9154505133628845,0.9023565053939819,True,True,-0.5216915,-0.41801947,False,"False. Based on the given passage, it states that ""Eight Below"" is a remake of the events from the 1958 ill-fated Japanese expedition to Antarctica, not necessarily a true story. Therefore, the statement about whether the movie",True,True
boolq,1531,voice,1,0.9174072742462158,0.9011361598968506,True,True,-0.17398524,-0.0047636842,False,False,True,True
boolq,1531,formality,1,0.9174072742462158,0.9011361598968506,False,True,-0.6919867,-0.0020795977,False,False,True,True
boolq,3123,lexical,1,0.9268071055412292,0.8802158236503601,True,True,-0.009055078,-0.04134777,False,"False. The passage states that Seth Adam Curry is the son of a former NBA player, but it does not mention him being in possession of a sibling who plays in the NBA. Therefore, we cannot conclude that he is in possession of a sibling",True,True
boolq,3123,syntactic,1,0.8753387331962585,0.8753388524055481,True,True,-0.01053966,-0.022625193,False,False,True,False
boolq,3123,voice,1,0.8753387331962585,0.8753388524055481,True,True,-0.01053966,-0.022625193,False,False,True,False
boolq,3123,formality,1,0.8706244826316833,0.8706244826316833,True,True,-0.013102581,-0.010330251,False,False,True,True
boolq,661,lexical,1,1.0000001192092896,0.9288246035575867,False,False,-0.3389255,-0.3389255,"False. Based on the information provided in the passage, LensCrafters is not mentioned as being part of the same company as PearlVision. The passage states that ""Luxottica designs, manufactures, distributes and retails its eyewear brands, including","False. Based on the information provided in the passage, LensCrafters is not mentioned as being part of the same company as PearlVision. The passage states that ""Luxottica designs, manufactures, distributes and retails its eyewear brands, including",False,False
boolq,661,syntactic,1,0.9100193381309509,0.9288246035575867,False,True,-0.3389255,-0.26359507,"False. Based on the information provided in the passage, LensCrafters is not mentioned as being part of the same company as PearlVision. The passage states that ""Luxottica designs, manufactures, distributes and retails its eyewear brands, including",False,False,True
boolq,661,voice,1,0.9184190034866333,0.9195520877838135,False,True,-0.3389255,-0.16059951,"False. Based on the information provided in the passage, LensCrafters is not mentioned as being part of the same company as PearlVision. The passage states that ""Luxottica designs, manufactures, distributes and retails its eyewear brands, including",False,False,True
boolq,661,formality,1,0.9288246035575867,0.9288246035575867,False,False,-0.3389255,-0.11921047,"False. Based on the information provided in the passage, LensCrafters is not mentioned as being part of the same company as PearlVision. The passage states that ""Luxottica designs, manufactures, distributes and retails its eyewear brands, including",False,False,True
boolq,2209,lexical,1,0.9377511739730835,0.9062114357948303,True,True,-0.04653527,-0.010464869,True,True,True,True
boolq,2209,syntactic,1,0.9271707534790039,0.916889488697052,True,True,-0.04653527,-0.005638413,True,True,True,True
boolq,2209,voice,1,0.9085374474525452,0.9085374474525452,True,True,-0.04653527,-0.0019565867,True,True,True,True
boolq,2209,formality,1,0.9089291095733643,0.9098667502403259,True,True,-0.025839563,-0.007410578,True,True,True,True
boolq,3189,lexical,0,0.9562137722969055,0.9621268510818481,False,False,-0.00064381096,-0.00019221604,"False. Based on the passage provided, mahi-mahi is not explicitly stated to be the same as ahi tuna. While both are referred to by similar names such as ""dorado"" and ""dolphin,"" they are distinct species within",False,False,False
boolq,3189,syntactic,0,0.9512153267860413,0.9512153267860413,False,False,-0.00052801095,-8.268255e-05,"False. Based on the passage provided, mahi-mahi is not explicitly stated to be the same as ahi tuna. While both are referred to by similar names such as ""dorado"" and ""dolphin,"" they are distinct species within",False,False,False
boolq,3189,voice,0,0.9553602933883667,0.956820011138916,False,False,-0.00052801095,-0.00017350474,"False. Based on the passage provided, mahi-mahi is not explicitly stated to be the same as ahi tuna. While both are referred to by similar names such as ""dorado"" and ""dolphin,"" they are distinct species within",False,False,False
boolq,3189,formality,0,0.9704731106758118,0.9621268510818481,False,False,-0.00075376255,-0.00010676169,"False. Based on the passage provided, mahi-mahi is not explicitly stated to be the same as ahi tuna. While both are referred to by similar names such as ""dorado"" and ""dolphin,"" they are distinct species within",False,False,False
boolq,2172,lexical,1,0.9361388683319092,0.9669910073280334,True,True,-0.017278848,-0.028313912,True,True,False,False
boolq,2172,syntactic,1,0.952902615070343,0.9203290939331055,True,True,-0.013360688,-0.026008464,True,True,False,"False. The passage states that in the United States, grade retention can be used in kindergarten through twelfth grade, but older students are typically restricted to specific classes where they failed and cannot be held back. Therefore, it is not possible to get held"
boolq,2172,voice,1,0.9641157984733582,0.9466803669929504,True,True,-0.014697417,-0.008736063,True,True,False,"False. The passage states that in the United States, grade retention can be used in kindergarten through twelfth grade, but it does not specify that this applies to eighth graders. Therefore, it is not possible for someone to ""get held back"""
boolq,2172,formality,1,0.9173588156700134,0.9501928687095642,True,True,-0.014697417,-0.036385383,True,True,False,"False. The passage states that in the United States, grade retention can be used in kindergarten through twelfth grade, but for older students, retention is usually restricted to the specific classes that the student failed, so that a student cannot be retained in the"
boolq,2,lexical,1,0.9127912521362305,0.9215327501296997,True,True,-0.0016372161,-0.004817669,"True. The passage states that phantom pain sensations are described as perceptions related to a limb or organ that is not physically part of the body, which aligns with the description of pain experienced in a missing body part or paralyzed area. Therefore, the statement",False,True,True
boolq,2,syntactic,1,0.9441521763801575,0.9234082698822021,True,True,-0.002544274,-0.0016943422,"True. The passage states that phantom pain sensations are described as perceptions related to a limb or organ that is not physically part of the body, which aligns with the description of pain experienced in a missing body part or paralyzed area. Therefore, the statement",False,True,True
boolq,2,voice,1,0.9477881193161011,0.9452886581420898,True,True,-0.002544274,-0.02092966,"True. The passage states that phantom pain sensations are described as perceptions related to a limb or organ that is not physically part of the body, which aligns with the description of pain experienced in a missing body part or paralyzed area. Therefore, the statement",True,True,True
boolq,2,formality,1,0.9113945960998535,0.9100538492202759,True,True,-0.002544274,-0.010146894,"True. The passage states that phantom pain sensations are described as perceptions related to a limb or organ that is not physically part of the body, which aligns with the description of pain experienced in a missing body part or paralyzed area. Therefore, the statement",True,True,True
boolq,2453,lexical,1,0.9833342432975769,0.8741973042488098,True,True,-0.0006559624,-0.006506944,True,"False. Based on the passage provided, Gone With the Wind won Best Picture at the 12th Academy Awards, but not necessarily because of its reception by critics. It is mentioned that the film received ""positive reviews"" from some reviewers, which","False. The passage does not mention that ""Gone With the Wind"" won any awards at the 12th Academy Awards. It only states that it received ten Academy Awards, but does not specify which ones. Therefore, we cannot determine if",False
