task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
boolq,515,syntactic,is a ram and a lamb the same thing,Is a ram the same thing as a lamb?,Is a ram the same thing as a lamb?,Changed from a coordination structure to a subject-auxiliary inversion structure,0,,"Domestic sheep (Ovis aries) are quadrupedal, ruminant mammal typically kept as livestock. Like most ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Although the name sheep applies to many species in the genus Ovis, in everyday usage it almost always refers to Ovis ar",0.95108694,0.95108694
boolq,515,voice,is a ram and a lamb the same thing,Are a ram and a lamb the same thing?,Is a ram and a lamb the same thing?,active to passive,0,,"Domestic sheep (Ovis aries) are quadrupedal, ruminant mammal typically kept as livestock. Like most ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Although the name sheep applies to many species in the genus Ovis, in everyday usage it almost always refers to Ovis ar",0.9659121,0.96701264
boolq,515,formality,is a ram and a lamb the same thing,Are a ram and a lamb the same thing?,Is a ram and a lamb the same thing?,formal to casual,0,,"Domestic sheep (Ovis aries) are quadrupedal, ruminant mammal typically kept as livestock. Like most ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Although the name sheep applies to many species in the genus Ovis, in everyday usage it almost always refers to Ovis ar",0.9659121,0.96701264
boolq,525,lexical,are canadian dollars the same as american dollars,are canadian bucks the same as american bucks,Are Canadian dollars the same as American dollars?,"['dollars', 'bucks']",0,,"The Canadian dollar (symbol: $; code: CAD; French: dollar canadien) is the currency of Canada. It is abbreviated with the dollar sign $, or sometimes Can$ or C$ to distinguish it from other dollar-denominated currencies. It is divided into 100 cents (¢).",0.9475666,0.94599587
boolq,525,syntactic,are canadian dollars the same as american dollars,Is it the case that Canadian dollars are the same as American dollars?,Are Canadian dollars the same as American dollars?,transformed to a cleft sentence,0,,"The Canadian dollar (symbol: $; code: CAD; French: dollar canadien) is the currency of Canada. It is abbreviated with the dollar sign $, or sometimes Can$ or C$ to distinguish it from other dollar-denominated currencies. It is divided into 100 cents (¢).",0.9280245,0.94599587
boolq,525,voice,are canadian dollars the same as american dollars,Is the Canadian dollar the same as the American dollar?,Is the Canadian dollar the same as the American dollar?,active to passive,0,,"The Canadian dollar (symbol: $; code: CAD; French: dollar canadien) is the currency of Canada. It is abbreviated with the dollar sign $, or sometimes Can$ or C$ to distinguish it from other dollar-denominated currencies. It is divided into 100 cents (¢).",0.9334217,0.93342173
boolq,525,formality,are canadian dollars the same as american dollars,Are Canadian dollars the same as American dollars?,Are Canadian dollars the same as American dollars?,formal to casual,0,,"The Canadian dollar (symbol: $; code: CAD; French: dollar canadien) is the currency of Canada. It is abbreviated with the dollar sign $, or sometimes Can$ or C$ to distinguish it from other dollar-denominated currencies. It is divided into 100 cents (¢).",0.94599587,0.94599587
boolq,2702,lexical,is coca tea legal in the united states,is coca tea permissible in the united states,Is coca tea allowed in the United States?,"['legal', 'permissible']",0,,"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.",0.98930746,0.949267
boolq,2702,syntactic,is coca tea legal in the united states,Whether coca tea is legal in the United States?,Is coca tea legal in the United States?,Changed from a yes/no question to an embedded question,0,,"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.",0.9516705,0.95771474
boolq,2702,voice,is coca tea legal in the united states,Is coca tea legal in the United States?,Is coca tea legal in the United States?,active to passive,0,,"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.",0.95771474,0.95771474
boolq,2702,formality,is coca tea legal in the united states,Is coca tea allowed in the United States?,Is coca tea allowed in the United States?,formal to casual,0,,"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.",0.949267,0.949267
boolq,1946,lexical,are there any flights where smoking is allowed,Are there any flights where smoking is permitted?,Are there flights where smoking is allowed?,"['allowed', 'permitted']",0,,"Inflight smoking is prohibited by almost all airlines. Smoking on domestic U.S. airliners, for instance, was banned on all domestic flights with a duration of two hours or less beginning in 1988, with all planes being smoke-free by the end of the 1990s. According to FAA regulations, smoking lit ciga",0.96952635,0.9613233
boolq,1946,syntactic,are there any flights where smoking is allowed,Is smoking allowed on any flights?,Is smoking allowed on all flights?,changed from a question with an embedded clause to a simple question,0,,"Inflight smoking is prohibited by almost all airlines. Smoking on domestic U.S. airliners, for instance, was banned on all domestic flights with a duration of two hours or less beginning in 1988, with all planes being smoke-free by the end of the 1990s. According to FAA regulations, smoking lit ciga",0.94008374,0.9282808
boolq,1946,voice,are there any flights where smoking is allowed,Are smoking allowed on any flights?,Are cigarettes allowed on all flights?,active to passive,0,,"Inflight smoking is prohibited by almost all airlines. Smoking on domestic U.S. airliners, for instance, was banned on all domestic flights with a duration of two hours or less beginning in 1988, with all planes being smoke-free by the end of the 1990s. According to FAA regulations, smoking lit ciga",0.9391325,0.9219432
boolq,1946,formality,are there any flights where smoking is allowed,Are there any flights that allow smoking?,Are there any flights that allow smoking?,formal to casual,0,,"Inflight smoking is prohibited by almost all airlines. Smoking on domestic U.S. airliners, for instance, was banned on all domestic flights with a duration of two hours or less beginning in 1988, with all planes being smoke-free by the end of the 1990s. According to FAA regulations, smoking lit ciga",0.9566382,0.9566382
boolq,2251,lexical,do you have to be from america to be on americas got talent,must you hail from the United States to participate in America's Got Talent,Do you have to come from the United States to participate in America's Got Talent?,"['have', 'America', ""America's"", 'got', 'to']",0,,"The show attracts a variety of participants, from across the United States and abroad, to take part and who possess some form of talents, with acts ranging from singing, dancing, comedy, magic, stunts, variety, and other genres. Each participant who auditions attempts to secure a place in the live e",0.884287,0.90057814
boolq,2251,syntactic,do you have to be from america to be on americas got talent,Is it necessary to be from America in order to be on America's Got Talent?,Is it necessary to be American to participate in America's Got Talent?,Changed from a simple question structure to an embedded question structure,0,,"The show attracts a variety of participants, from across the United States and abroad, to take part and who possess some form of talents, with acts ranging from singing, dancing, comedy, magic, stunts, variety, and other genres. Each participant who auditions attempts to secure a place in the live e",0.91176075,0.8967246
boolq,2251,voice,do you have to be from america to be on americas got talent,Does one have to be from America to be on America's Got Talent?,Do you have to be American to participate in America's Got Talent?,active to passive,0,,"The show attracts a variety of participants, from across the United States and abroad, to take part and who possess some form of talents, with acts ranging from singing, dancing, comedy, magic, stunts, variety, and other genres. Each participant who auditions attempts to secure a place in the live e",0.92249227,0.9081564
